problem,sample_id,c1_ls,c2_ls,z1,z2,status,iterations,f_eval,g_eval,cpu_sec,grad_inf,converged,J,J_star,rel_dev
P3_quad_1000_10,0,0.11477407615665725,0.18683254436059996,0.8639858952000461,0.18620495426913825,ok,40,134,135,0.09462880000501173,5.048177180855262e-05,True,134.0,134.0,0.0
P3_quad_1000_10,1,0.03842399328329742,0.11782987715523191,0.7628485592388077,0.11706400516556303,ok,42,141,142,0.0867008999994141,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,2,0.08905964545365229,0.15406436836072424,0.84054185454008,0.15337111058188801,ok,39,130,131,0.08954369999992196,6.078831674516394e-05,True,130.0,134.0,-0.029850746268656716
P3_quad_1000_10,3,0.05921007662644788,0.11704411978857629,0.8028133015621622,0.11627667313484598,ok,42,141,142,0.12508070000330918,7.377520880735844e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,4,0.04792245942692081,0.07661782883745438,0.7832650761697528,0.07576936757259958,ok,42,141,142,0.09603160000551725,4.2469685967105875e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,5,0.1294853913891082,0.13913263797049208,0.87513237370135,0.1384094568842606,ok,40,134,135,0.09579640000447398,5.048177180855262e-05,True,134.0,134.0,0.0
P3_quad_1000_10,6,0.08077247732389137,0.09823903315155698,0.8315148637816401,0.09743390095346391,ok,41,137,138,0.14585730000544572,5.106620133776829e-05,True,137.0,134.0,0.022388059701492536
P3_quad_1000_10,7,0.04210760918908432,0.09298695778752024,0.7713095806410956,0.09217130038829684,ok,42,141,142,0.19018369999685092,7.37752088046939e-05,True,141.0,134.0,0.05223880597014925
P3_quad_1000_10,8,0.10018595188410635,0.17033969601767143,0.851422082957635,0.16967905412592327,ok,40,134,135,0.13839710000320338,5.048177180011493e-05,True,134.0,134.0,0.0
P3_quad_1000_10,9,0.10320546647329418,0.11013627506208878,0.8541664870019919,0.10935498503215309,ok,40,134,135,0.1706858999968972,5.048177180011493e-05,True,134.0,134.0,0.0
